https://ctcrash.uconn.edu/QueryTool2.action?qid=110308
"CrashID","VehicleID","Trailer ID","Trailer Information Same As Carrier","Trailer Information Same As Power Unit","Trailer Information Same As Other Trailer","Trailer Owner City","Trailer Owner State","Trailer Owner Country","Trailer Owner Postal Code","Trailer License Plate Issuing State Code","Trailer License Plate Was Expired","Trailer License Plate Was Missing","Trailer Vehicle Identification Number"
"610798","2","2","false","false","false","","  ","","","  ","","",""
"611130","1","1","","","","","  ","","","  ","","",""
"611130","1","2","","","","","  ","","","  ","","",""
"611130","2","1","","","","","  ","","","  ","","",""
"611130","2","2","","","","","  ","","","  ","","",""
"611213","2","1","","","","","  ","","","  ","","",""
"611213","2","2","","","","","  ","","","  ","","",""
"611217","2","1","","","","","  ","","","  ","","",""
"611217","2","2","","","","","  ","","","  ","","",""
"611783","2","1","","","","","  ","","","  ","","",""
"611783","2","2","","","","","  ","","","  ","","",""
"611785","2","1","","","","","  ","","","  ","","",""
"611785","2","2","","","","","  ","","","  ","","",""
"611789","1","1","","","","","  ","","","  ","","",""
"611789","1","2","","","","","  ","","","  ","","",""
"611798","1","1","","","","","  ","","","  ","","",""
"611798","1","2","","","","","  ","","","  ","","",""
"611800","1","1","","","","","  ","","","  ","","",""
"611800","1","2","","","","","  ","","","  ","","",""
"611804","2","1","","","","","  ","","","  ","","",""
"611804","2","2","","","","","  ","","","  ","","",""
"611829","1","1","","","","","  ","","","  ","","",""
"611829","1","2","","","","","  ","","","  ","","",""
"611841","2","1","","","","","  ","","","  ","","",""
"611841","2","2","","","","","  ","","","  ","","",""
"611853","1","1","","","","","  ","","","  ","","",""
"611853","1","2","","","","","  ","","","  ","","",""
"611873","1","1","","","","","  ","","","  ","","",""
"611873","1","2","","","","","  ","","","  ","","",""
"611873","2","1","","","","","  ","","","  ","","",""
"611873","2","2","","","","","  ","","","  ","","",""
"611880","1","1","","","","","  ","","","  ","","",""
"611880","1","2","","","","","  ","","","  ","","",""
"611884","1","1","","","","","  ","","","  ","","",""
"611884","1","2","","","","","  ","","","  ","","",""
"611907","1","1","","","","","  ","","","  ","","",""
"611907","1","2","","","","","  ","","","  ","","",""
"611957","2","1","","","","","  ","","","  ","","",""
"611957","2","2","","","","","  ","","","  ","","",""
"611969","2","1","","","","","  ","","","  ","","",""
"611969","2","2","","","","","  ","","","  ","","",""
"611989","1","1","","","","","  ","","","  ","","",""
"611989","1","2","","","","","  ","","","  ","","",""
"611990","1","1","","","","","  ","","","  ","","",""
"611990","1","2","","","","","  ","","","  ","","",""
"611993","2","1","","","","","  ","","","  ","","",""
"611993","2","2","","","","","  ","","","  ","","",""
"611998","1","1","","","","","  ","","","  ","","",""
"611998","1","2","","","","","  ","","","  ","","",""
"612035","1","1","","","","","  ","","","  ","","",""
"612035","1","2","","","","","  ","","","  ","","",""
"612059","1","1","","","","","  ","","","  ","","",""
"612059","1","2","","","","","  ","","","  ","","",""
"612063","1","1","","","","","  ","","","  ","","",""
"612063","1","2","","","","","  ","","","  ","","",""
"612067","2","1","","","","","  ","","","  ","","",""
"612067","2","2","","","","","  ","","","  ","","",""
"612100","1","1","","","","","  ","","","  ","","",""
"612100","1","2","","","","","  ","","","  ","","",""
"612102","1","1","","","","","  ","","","  ","","",""
"612102","1","2","","","","","  ","","","  ","","",""
"612119","1","1","","","","","  ","","","  ","","",""
"612119","1","2","","","","","  ","","","  ","","",""
"612147","2","1","","","","","  ","","","  ","","",""
"612147","2","2","","","","","  ","","","  ","","",""
"612166","1","1","","","","","  ","","","  ","","",""
"612166","1","2","","","","","  ","","","  ","","",""
"612168","2","1","","","","","  ","","","  ","","",""
"612168","2","2","","","","","  ","","","  ","","",""
"612227","2","1","","","","","  ","","","  ","","",""
"612227","2","2","","","","","  ","","","  ","","",""
"612233","1","1","","","","","  ","","","  ","","",""
"612233","1","2","","","","","  ","","","  ","","",""
"612234","1","1","","","","","  ","","","  ","","",""
"612234","1","2","","","","","  ","","","  ","","",""
"612237","2","1","","","","","  ","","","  ","","",""
"612237","2","2","","","","","  ","","","  ","","",""
"612257","1","1","","","","","  ","","","  ","","",""
"612257","1","2","","","","","  ","","","  ","","",""
"612268","2","1","","","","","  ","","","  ","","",""
"612268","2","2","","","","","  ","","","  ","","",""
"612425","2","1","","","","","  ","","","  ","","",""
"612425","2","2","","","","","  ","","","  ","","",""
"612427","1","1","","","","","  ","","","  ","","",""
"612427","1","2","","","","","  ","","","  ","","",""
"612431","3","1","","","","","  ","","","  ","","",""
"612431","3","2","","","","","  ","","","  ","","",""
"612432","1","1","","","","","  ","","","  ","","",""
"612432","1","2","","","","","  ","","","  ","","",""
"613070","1","1","","","","","  ","","","  ","","",""
"613070","1","2","","","","","  ","","","  ","","",""
"613079","2","1","","","","","  ","","","  ","","",""
"613079","2","2","","","","","  ","","","  ","","",""
"613081","2","1","","","","","  ","","","  ","","",""
"613081","2","2","","","","","  ","","","  ","","",""
"613124","1","1","","","","","  ","","","  ","","",""
"613124","1","2","","","","","  ","","","  ","","",""
"613124","2","1","","","","","  ","","","  ","","",""
"613124","2","2","","","","","  ","","","  ","","",""
"613125","1","1","","","","","  ","","","  ","","",""
"613125","1","2","","","","","  ","","","  ","","",""
"613125","2","1","","","","","  ","","","  ","","",""
"613125","2","2","","","","","  ","","","  ","","",""
"613143","1","1","","","","","  ","","","  ","","",""
"613143","1","2","","","","","  ","","","  ","","",""
"614135","1","1","","","","","  ","","","  ","","",""
"614135","1","2","","","","","  ","","","  ","","",""
"614828","2","1","false","false","false","","  ","","","  ","","",""
"614828","2","2","false","false","false","","  ","","","  ","","",""
"614917","2","1","false","true","false","","  ","","","  ","","",""
"614917","2","2","false","false","false","","  ","","","  ","","",""
"614970","1","1","false","false","false","PORTLAND","ME","United States","04102","ME","","","13N1482C1F1570229"
"614970","1","2","false","false","false","","  ","","","  ","","",""
"615658","2","1","false","false","false","","  ","","","  ","","",""
"615658","2","2","false","false","false","","  ","","","  ","","",""
"617097","2","1","false","false","false","","  ","","","  ","","",""
"617097","2","2","false","false","false","","  ","","","  ","","",""
"619212","2","1","true","false","false","","  ","","","  ","","",""
"619212","2","2","false","false","false","","  ","","","  ","","",""
"620468","2","1","true","false","false","WOBURN","MA","","01801","  ","","",""
"620468","2","2","false","false","false","","  ","","","  ","","",""
"620478","1","1","false","false","false","","  ","","","  ","","",""
"620478","1","2","false","false","false","","  ","","","  ","","",""
"621098","2","1","false","false","false","","  ","","","  ","","",""
"621098","2","2","false","false","false","","  ","","","  ","","",""
"622337","1","1","false","false","false","","  ","","","  ","","",""
"622337","1","2","false","false","false","","  ","","","  ","","",""
"622421","1","1","false","false","false","","  ","","","  ","","",""
"622421","1","2","false","false","false","","  ","","","  ","","",""
"623197","2","1","false","false","false","","  ","","","  ","","",""
"623197","2","2","false","false","false","","  ","","","  ","","",""
"624029","1","1","false","false","false","","  ","","","  ","","",""
"624029","1","2","false","false","false","","  ","","","  ","","",""
"624119","1","1","true","false","false","Jefferson","ME","United States","04348","ME","","","1GRAA06299W700335"
"624119","1","2","false","false","false","","  ","","","  ","","",""
"624119","2","1","false","false","false","","  ","","","  ","","",""
"624119","2","2","false","false","false","","  ","","","  ","","",""
"625084","1","1","false","false","false","","  ","","","  ","","",""
"625084","1","2","false","false","false","","  ","","","  ","","",""
"626753","1","1","false","false","false","","  ","","","  ","","",""
"626753","1","2","false","false","false","","  ","","","  ","","",""
"627396","1","1","false","false","false","","  ","","","  ","","",""
"627396","1","2","false","false","false","","  ","","","  ","","",""
"627404","1","1","false","false","false","","  ","","","  ","","",""
"627404","1","2","false","false","false","","  ","","","  ","","",""
"627514","2","1","false","false","false","West Hartford","CT","","06119","CT","","","5VGFL3529JL004157"
"627514","2","2","false","false","false","","  ","","","  ","","",""
"627857","1","1","false","true","false","","  ","","","MA","","","1T9SC5039GB656228"
"627857","1","2","false","false","false","","  ","","","  ","","",""
"628277","1","1","","","","","  ","","","  ","","",""
"628277","1","2","","","","","  ","","","  ","","",""
"628285","2","1","","","","","  ","","","  ","","",""
"628285","2","2","","","","","  ","","","  ","","",""
"628291","2","1","true","false","false","","CT","United States","","CT","false","false",""
"628291","2","2","false","false","false","","CT","United States","","CT","false","false",""
"628298","2","1","","","","","  ","","","  ","","",""
"628298","2","2","","","","","  ","","","  ","","",""
"628308","2","1","","","","","  ","","","  ","","",""
"628308","2","2","","","","","  ","","","  ","","",""
"628319","1","1","","","","","  ","","","  ","","",""
"628319","1","2","","","","","  ","","","  ","","",""
"628322","1","1","","","","","  ","","","  ","","",""
"628322","1","2","","","","","  ","","","  ","","",""
"628326","1","1","","","","","  ","","","  ","","",""
"628326","1","2","","","","","  ","","","  ","","",""
"628334","2","1","","","","","  ","","","  ","","",""
"628334","2","2","","","","","  ","","","  ","","",""
"628335","1","1","","","","","  ","","","  ","","",""
"628335","1","2","","","","","  ","","","  ","","",""
"628335","2","1","","","","","  ","","","  ","","",""
"628335","2","2","","","","","  ","","","  ","","",""
"628342","2","1","false","false","false","","CT","United States","","CT","false","false",""
"628342","2","2","false","false","false","","CT","United States","","CT","false","false",""
"628361","2","1","","","","","  ","","","  ","","",""
"628361","2","2","","","","","  ","","","  ","","",""
"628385","2","1","","","","","  ","","","  ","","",""
"628385","2","2","","","","","  ","","","  ","","",""
"628409","1","1","","","","","  ","","","  ","","",""
"628409","1","2","","","","","  ","","","  ","","",""
"628423","1","1","false","true","false","Avon","CT","United States","06001","ME","false","false","1A9BB12133G527366"
"628423","1","2","false","false","false","","CT","United States","","CT","false","false",""
"628441","1","1","","","","","  ","","","  ","","",""
"628441","1","2","","","","","  ","","","  ","","",""
"628464","1","1","","","","","  ","","","  ","","",""
"628464","1","2","","","","","  ","","","  ","","",""
"628477","1","1","","","","","  ","","","  ","","",""
"628477","1","2","","","","","  ","","","  ","","",""
"628482","1","1","","","","","  ","","","  ","","",""
"628482","1","2","","","","","  ","","","  ","","",""
"628483","1","1","","","","","  ","","","  ","","",""
"628483","1","2","","","","","  ","","","  ","","",""
"628713","1","1","false","false","false","","  ","","","  ","","",""
"628713","1","2","false","false","false","","  ","","","  ","","",""
"628823","2","1","false","false","false","","  ","","","  ","","",""
"628823","2","2","false","false","false","","  ","","","  ","","",""
"629073","1","1","","","","","  ","","","  ","","",""
"629073","1","2","","","","","  ","","","  ","","",""
"629090","1","1","","","","","  ","","","  ","","",""
"629090","1","2","","","","","  ","","","  ","","",""
"629107","1","1","","","","","  ","","","  ","","",""
"629107","1","2","","","","","  ","","","  ","","",""
"629117","2","1","","","","","  ","","","  ","","",""
"629117","2","2","","","","","  ","","","  ","","",""
"629136","2","1","","","","","  ","","","  ","","",""
"629136","2","2","","","","","  ","","","  ","","",""
"629157","1","1","","","","","  ","","","  ","","",""
"629157","1","2","","","","","  ","","","  ","","",""
"629160","1","1","","","","","  ","","","  ","","",""
"629160","1","2","","","","","  ","","","  ","","",""
"629199","1","1","","","","","  ","","","  ","","",""
"629199","1","2","","","","","  ","","","  ","","",""
"629247","2","1","","","","","  ","","","  ","","",""
"629247","2","2","","","","","  ","","","  ","","",""
"629256","1","1","","","","","  ","","","  ","","",""
"629256","1","2","","","","","  ","","","  ","","",""
"629283","1","1","","","","","  ","","","  ","","",""
"629283","1","2","","","","","  ","","","  ","","",""
"629284","1","1","","","","","  ","","","  ","","",""
"629284","1","2","","","","","  ","","","  ","","",""
"629288","1","1","","","","","  ","","","  ","","",""
"629288","1","2","","","","","  ","","","  ","","",""
"629323","2","1","","","","","  ","","","  ","","",""
"629323","2","2","","","","","  ","","","  ","","",""
"629330","1","1","","","","","  ","","","  ","","",""
"629330","1","2","","","","","  ","","","  ","","",""
"629365","2","1","","","","","  ","","","  ","","",""
"629365","2","2","","","","","  ","","","  ","","",""
"629366","1","1","","","","","  ","","","  ","","",""
"629366","1","2","","","","","  ","","","  ","","",""
"629368","1","1","","","","","  ","","","  ","","",""
"629368","1","2","","","","","  ","","","  ","","",""
"629371","1","1","true","false","false","","CT","United States","","CT","false","false",""
"629371","1","2","false","false","false","","CT","United States","","CT","false","false",""
"629383","2","1","","","","","  ","","","  ","","",""
"629383","2","2","","","","","  ","","","  ","","",""
"629407","2","1","","","","","  ","","","  ","","",""
"629407","2","2","","","","","  ","","","  ","","",""
"629425","1","1","","","","","  ","","","  ","","",""
"629425","1","2","","","","","  ","","","  ","","",""
"629427","1","1","","","","","  ","","","  ","","",""
"629427","1","2","","","","","  ","","","  ","","",""
"629453","1","1","","","","","  ","","","  ","","",""
"629453","1","2","","","","","  ","","","  ","","",""
"629462","1","1","","","","","  ","","","  ","","",""
"629462","1","2","","","","","  ","","","  ","","",""
"629468","1","1","","","","","  ","","","  ","","",""
"629468","1","2","","","","","  ","","","  ","","",""
"629816","1","1","","","","","  ","","","  ","","",""
"629816","1","2","","","","","  ","","","  ","","",""
"629820","1","1","","","","","  ","","","  ","","",""
"629820","1","2","","","","","  ","","","  ","","",""
"629837","2","1","","","","","  ","","","  ","","",""
"629837","2","2","","","","","  ","","","  ","","",""
"630028","2","1","false","false","false","CARO","MI","","48723","MI","","","1PT01JAH3Y6013552"
"630028","2","2","false","false","false","","  ","","","  ","","",""
"630032","1","1","false","false","false","MIAMI","FL","","33185","FL","","","5JYDC5323EE085723"
"630032","1","2","false","false","false","","  ","","","  ","","",""
"630279","1","1","false","false","false","","  ","","","  ","","",""
"630279","1","2","false","false","false","","  ","","","  ","","",""
"630407","1","1","","","","","  ","","","  ","","",""
"630407","1","2","","","","","  ","","","  ","","",""
"630412","1","1","","","","","  ","","","  ","","",""
"630412","1","2","","","","","  ","","","  ","","",""
"630413","1","1","","","","","  ","","","  ","","",""
"630413","1","2","","","","","  ","","","  ","","",""
"630427","2","1","false","false","false","","CT","United States","","CT","false","false",""
"630427","2","2","false","false","false","","CT","United States","","CT","false","false",""
"630429","1","1","","","","","  ","","","  ","","",""
"630429","1","2","","","","","  ","","","  ","","",""
"630435","1","1","","","","","  ","","","  ","","",""
"630435","1","2","","","","","  ","","","  ","","",""
"630445","1","1","","","","","  ","","","  ","","",""
"630445","1","2","","","","","  ","","","  ","","",""
"630455","1","1","","","","","  ","","","  ","","",""
"630455","1","2","","","","","  ","","","  ","","",""
"630472","1","1","","","","","  ","","","  ","","",""
"630472","1","2","","","","","  ","","","  ","","",""
"630473","1","1","","","","","  ","","","  ","","",""
"630473","1","2","","","","","  ","","","  ","","",""
"630477","1","1","","","","","  ","","","  ","","",""
"630477","1","2","","","","","  ","","","  ","","",""
"630480","1","1","","","","","  ","","","  ","","",""
"630480","1","2","","","","","  ","","","  ","","",""
"630482","1","1","","","","","  ","","","  ","","",""
"630482","1","2","","","","","  ","","","  ","","",""
"630504","2","1","","","","","  ","","","  ","","",""
"630504","2","2","","","","","  ","","","  ","","",""
"630508","1","1","","","","","  ","","","  ","","",""
"630508","1","2","","","","","  ","","","  ","","",""
"630510","1","1","","","","","  ","","","  ","","",""
"630510","1","2","","","","","  ","","","  ","","",""
"630878","2","1","","","","","  ","","","  ","","",""
"630878","2","2","","","","","  ","","","  ","","",""
"630880","1","1","","","","","  ","","","  ","","",""
"630880","1","2","","","","","  ","","","  ","","",""
"630883","2","1","","","","","  ","","","  ","","",""
"630883","2","2","","","","","  ","","","  ","","",""
"630892","1","1","","","","","  ","","","  ","","",""
"630892","1","2","","","","","  ","","","  ","","",""
"630897","1","1","","","","","  ","","","  ","","",""
"630897","1","2","","","","","  ","","","  ","","",""
"630897","2","1","","","","","  ","","","  ","","",""
"630897","2","2","","","","","  ","","","  ","","",""
"630910","1","1","","","","","  ","","","  ","","",""
"630910","1","2","","","","","  ","","","  ","","",""
"630917","2","1","false","false","false","","CT","United States","","CT","false","false",""
"630917","2","2","false","false","false","","CT","United States","","CT","false","false",""
"630918","1","1","","","","","  ","","","  ","","",""
"630918","1","2","","","","","  ","","","  ","","",""
"630933","1","1","","","","","  ","","","  ","","",""
"630933","1","2","","","","","  ","","","  ","","",""
"630951","2","1","","","","","  ","","","  ","","",""
"630951","2","2","","","","","  ","","","  ","","",""
"630963","1","1","","","","","  ","","","  ","","",""
"630963","1","2","","","","","  ","","","  ","","",""
"630965","1","1","","","","","  ","","","  ","","",""
"630965","1","2","","","","","  ","","","  ","","",""
"630987","1","1","","","","","  ","","","  ","","",""
"630987","1","2","","","","","  ","","","  ","","",""
"630994","2","1","false","false","false","","CT","United States","","CT","false","false",""
"630994","2","2","false","false","false","","CT","United States","","CT","false","false",""
"630997","2","1","","","","","  ","","","  ","","",""
"630997","2","2","","","","","  ","","","  ","","",""
"630999","2","1","","","","","  ","","","  ","","",""
"630999","2","2","","","","","  ","","","  ","","",""
"631017","1","1","","","","","  ","","","  ","","",""
"631017","1","2","","","","","  ","","","  ","","",""
"631024","2","1","","","","","  ","","","  ","","",""
"631024","2","2","","","","","  ","","","  ","","",""
"631696","2","1","","","","","  ","","","  ","","",""
"631696","2","2","","","","","  ","","","  ","","",""
"631714","1","1","","","","","  ","","","  ","","",""
"631714","1","2","","","","","  ","","","  ","","",""
"632548","1","1","false","false","false","","  ","","","  ","","",""
"632548","1","2","false","false","false","","  ","","","  ","","",""
"633360","2","1","false","false","false","","  ","","","  ","","",""
"633360","2","2","false","false","false","","  ","","","  ","","",""
"633701","1","1","","","","","  ","","","  ","","",""
"633701","1","2","","","","","  ","","","  ","","",""
"633705","1","1","","","","","  ","","","  ","","",""
"633705","1","2","","","","","  ","","","  ","","",""
"633707","1","1","","","","","  ","","","  ","","",""
"633707","1","2","","","","","  ","","","  ","","",""
"633723","1","1","","","","","  ","","","  ","","",""
"633723","1","2","","","","","  ","","","  ","","",""
"633732","2","1","","","","","  ","","","  ","","",""
"633732","2","2","","","","","  ","","","  ","","",""
"633737","2","1","","","","","  ","","","  ","","",""
"633737","2","2","","","","","  ","","","  ","","",""
"633739","1","1","","","","","  ","","","  ","","",""
"633739","1","2","","","","","  ","","","  ","","",""
"633916","1","1","false","false","false","","  ","","","  ","","",""
"633916","1","2","false","false","false","","  ","","","  ","","",""
"633916","2","1","false","false","false","","  ","","","  ","","",""
"633916","2","2","false","false","false","","  ","","","  ","","",""
"634207","1","1","","","","","  ","","","  ","","",""
"634207","1","2","","","","","  ","","","  ","","",""
"634208","1","1","","","","","  ","","","  ","","",""
"634208","1","2","","","","","  ","","","  ","","",""
"634253","2","1","","","","","  ","","","  ","","",""
"634253","2","2","","","","","  ","","","  ","","",""
"634255","1","1","","","","","  ","","","  ","","",""
"634255","1","2","","","","","  ","","","  ","","",""
"634264","1","1","","","","","  ","","","  ","","",""
"634264","1","2","","","","","  ","","","  ","","",""
"634266","2","1","","","","","  ","","","  ","","",""
"634266","2","2","","","","","  ","","","  ","","",""
"634277","1","1","","","","","  ","","","  ","","",""
"634277","1","2","","","","","  ","","","  ","","",""
"634287","1","1","","","","","  ","","","  ","","",""
"634287","1","2","","","","","  ","","","  ","","",""
"634561","1","1","false","true","false","BOSCAWEN","NH","United States","03303","IN","","","1FUBC5DV2DHFG7165"
"634561","1","2","false","false","false","","  ","","","  ","","",""
"635312","1","1","false","true","false","","  ","","","  ","","",""
"635312","1","2","false","false","false","","  ","","","  ","","",""
"635315","1","1","false","false","false","","  ","","","  ","","",""
"635315","1","2","false","false","false","","  ","","","  ","","",""
"635336","1","1","true","false","false","","  ","","","CT","","","1UYVS2486K6680127"
"635336","1","2","false","false","false","","  ","","","  ","","",""
"635558","2","1","","","","","  ","","","  ","","",""
"635558","2","2","","","","","  ","","","  ","","",""
"635776","1","1","false","false","false","","  ","","","  ","","",""
"635776","1","2","false","false","false","","  ","","","  ","","",""
"636188","3","1","true","false","false","Augusta","GA","United States","30906","ME","","","1S12E9535HE535786"
"636188","3","2","false","false","false","","  ","","","  ","","",""
"636190","2","1","true","false","false","Louisville","KY","United States","40202","PA","","","1TTF4520591085681"
"636190","2","2","false","false","false","","  ","","","  ","","",""
"637348","2","1","false","false","false","","  ","","","  ","","",""
"637348","2","2","false","false","false","","  ","","","  ","","",""
"638005","1","1","false","false","false","","  ","","","  ","","",""
"638005","1","2","false","false","false","","  ","","","  ","","",""
"638005","2","1","false","false","false","","  ","","","  ","","",""
"638005","2","2","false","false","false","","  ","","","  ","","",""
"638008","1","1","false","false","false","","  ","","","  ","","",""
"638008","1","2","false","false","false","","  ","","","  ","","",""
"638017","1","1","false","false","false","Memphis","TN","United States","37501","TN","","","1UYVS2483AP971032"
"638017","1","2","false","false","false","","  ","","","  ","","",""
"638017","2","1","false","false","false","","  ","","","  ","","",""
"638017","2","2","false","false","false","","  ","","","  ","","",""
"638055","1","1","false","false","false","","  ","","","  ","","",""
"638055","1","2","false","false","false","","  ","","","  ","","",""
"638067","2","1","false","false","false","","  ","","","  ","","",""
"638067","2","2","false","false","false","","  ","","","  ","","",""
"638068","1","1","false","false","false","","  ","","","  ","","",""
"638068","1","2","false","false","false","","  ","","","  ","","",""
"639096","1","1","false","false","false","","  ","","","  ","","",""
"639096","1","2","false","false","false","","  ","","","  ","","",""
"639150","1","1","false","false","false","","  ","","","  ","","",""
"639150","1","2","false","false","false","","  ","","","  ","","",""
"639617","2","1","","","","","  ","","","  ","","",""
"639617","2","2","","","","","  ","","","  ","","",""
"639620","1","1","","","","","  ","","","  ","","",""
"639620","1","2","","","","","  ","","","  ","","",""
"639641","1","1","","","","","  ","","","  ","","",""
"639641","1","2","","","","","  ","","","  ","","",""
"639676","1","1","","","","","  ","","","  ","","",""
"639676","1","2","","","","","  ","","","  ","","",""
"640234","2","1","","","","","  ","","","  ","","",""
"640234","2","2","","","","","  ","","","  ","","",""
"640238","1","1","","","","","  ","","","  ","","",""
"640238","1","2","","","","","  ","","","  ","","",""
"640250","1","1","","","","","  ","","","  ","","",""
"640250","1","2","","","","","  ","","","  ","","",""
"640255","1","1","","","","","  ","","","  ","","",""
"640255","1","2","","","","","  ","","","  ","","",""
"640280","1","1","","","","","  ","","","  ","","",""
"640280","1","2","","","","","  ","","","  ","","",""
"640280","2","1","","","","","  ","","","  ","","",""
"640280","2","2","","","","","  ","","","  ","","",""
"640288","2","1","","","","","  ","","","  ","","",""
"640288","2","2","","","","","  ","","","  ","","",""
"640302","2","1","","","","","  ","","","  ","","",""
"640302","2","2","","","","","  ","","","  ","","",""
"640566","2","1","false","false","false","","  ","","","  ","","",""
"640566","2","2","false","false","false","","  ","","","  ","","",""
"641048","1","1","","","","","  ","","","  ","","",""
"641048","1","2","","","","","  ","","","  ","","",""
"641462","1","1","false","false","false","INDIANAPOLIS","IN","United States","46231","IN","","","2MN01AAH621000386"
"641462","1","2","false","false","false","","  ","","","  ","","",""
"641948","1","1","false","false","false","","  ","","","  ","","",""
"641948","1","2","false","false","false","","  ","","","  ","","",""
"645356","2","1","false","false","false","","  ","","","  ","","",""
"645356","2","2","false","false","false","","  ","","","  ","","",""
"645649","2","1","","","","","  ","","","  ","","",""
"645649","2","2","","","","","  ","","","  ","","",""
"645658","2","1","","","","","  ","","","  ","","",""
"645658","2","2","","","","","  ","","","  ","","",""
"645662","2","1","","","","","  ","","","  ","","",""
"645662","2","2","","","","","  ","","","  ","","",""
"645667","1","1","","","","","  ","","","  ","","",""
"645667","1","2","","","","","  ","","","  ","","",""
"645677","1","1","","","","","  ","","","  ","","",""
"645677","1","2","","","","","  ","","","  ","","",""
"645712","2","1","","","","","  ","","","  ","","",""
"645712","2","2","","","","","  ","","","  ","","",""
"646550","1","1","","","","","  ","","","  ","","",""
"646550","1","2","","","","","  ","","","  ","","",""
"646550","2","1","","","","","  ","","","  ","","",""
"646550","2","2","","","","","  ","","","  ","","",""
"646870","2","1","","","","","  ","","","  ","","",""
"646870","2","2","","","","","  ","","","  ","","",""
"647101","1","1","false","true","false","West Hempstead","NY","United States","11552","ME","","","3H3V532C6ET554060"
"647101","1","2","false","false","false","","  ","","","  ","","",""
"647117","1","1","false","false","false","","  ","","","  ","","",""
"647117","1","2","false","false","false","","  ","","","  ","","",""
"647134","1","1","false","false","false","","  ","","","  ","","",""
"647134","1","2","false","false","false","","  ","","","  ","","",""
"647176","1","1","true","false","false","EAST BALDWIN","ME","","04024","ME","","","1UYVS2539EG046117"
"647176","1","2","false","false","false","","  ","","","  ","","",""
"647387","2","1","","","","","  ","","","  ","","",""
"647387","2","2","","","","","  ","","","  ","","",""
"647400","1","1","","","","","  ","","","  ","","",""
"647400","1","2","","","","","  ","","","  ","","",""
"647593","1","1","false","false","false","","  ","","","  ","","",""
"647593","1","2","false","false","false","","  ","","","  ","","",""
"647700","1","1","false","false","false","","  ","","","  ","","",""
"647700","1","2","false","false","false","","  ","","","  ","","",""
"647889","1","1","","","","","  ","","","  ","","",""
"647889","1","2","","","","","  ","","","  ","","",""
"647895","1","1","","","","","  ","","","  ","","",""
"647895","1","2","","","","","  ","","","  ","","",""
"647903","1","1","","","","","  ","","","  ","","",""
"647903","1","2","","","","","  ","","","  ","","",""
"647903","2","1","","","","","  ","","","  ","","",""
"647903","2","2","","","","","  ","","","  ","","",""
"648276","1","1","","","","","  ","","","  ","","",""
"648276","1","2","","","","","  ","","","  ","","",""
"648287","1","1","","","","","  ","","","  ","","",""
"648287","1","2","","","","","  ","","","  ","","",""
"648287","2","1","","","","","  ","","","  ","","",""
